H,H,H,H,H,H,H,H,H,H,H,H
7.363,7.154,0.0,0.0,7.154,1.5,0.0,0.0,0.0,0.0,0.0,0.0
0.0,7.375,0.0,0.0,1.5,7.154,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.859,-14.0,0.0,0.0,6.137,6.137,6.137,6.137,0.0,0.0
0.0,0.0,0.0,1.859,0.0,0.0,6.137,6.137,6.137,6.137,0.0,0.0
0.0,0.0,0.0,0.0,7.449,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,7.519,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,3.375,-14.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.375,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.375,-14.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.375,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.424,-14.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.424
