H,H,H,H,H
2.264,-14.0,-14.0,0.0,0.0
0.0,2.264,-14.0,0.0,0.0
0.0,0.0,2.264,0.0,0.0
0.0,0.0,0.0,7.566,1.5
0.0,0.0,0.0,0.0,7.348
