H,H,H,H,H,H,H,H,H,H,H
1.27,-14.0,-14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.336
0.0,1.27,-14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.336
0.0,0.0,1.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.336
0.0,0.0,0.0,1.27,-14.0,-14.0,0.0,0.0,0.0,0.0,7.336
0.0,0.0,0.0,0.0,1.27,-14.0,0.0,0.0,0.0,0.0,7.336
0.0,0.0,0.0,0.0,0.0,1.27,0.0,0.0,0.0,0.0,7.336
0.0,0.0,0.0,0.0,0.0,0.0,2.29,-14.0,-14.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.29,-14.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.29,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.924
