H,H,H,H,H,H,H,H,H,H,H,H
1.315,-14.0,-14.0,0.0,0.0,0.0,0.0,0.0,0.0,7.422,7.422,0.0
0.0,1.315,-14.0,0.0,0.0,0.0,0.0,0.0,0.0,7.422,7.422,0.0
0.0,0.0,1.315,0.0,0.0,0.0,0.0,0.0,0.0,7.422,7.422,0.0
0.0,0.0,0.0,2.158,-14.0,-14.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2.158,-14.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,2.158,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,2.412,-14.0,-14.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.412,-14.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.412,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.251,-14.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.251,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.176
