H,H,H,H,H,H
2.209,-14.9,-14.9,-0.441,-0.052,0.0
0.0,2.209,-14.9,-0.441,-0.052,0.0
0.0,0.0,2.209,-0.441,-0.052,0.0
0.0,0.0,0.0,6.782,1.945,0.0
0.0,0.0,0.0,0.0,6.675,7.969
0.0,0.0,0.0,0.0,0.0,6.824
