H,H,H,H,H
2.268,-14.0,-14.0,0.0,0.0
0.0,2.268,-14.0,0.0,0.0
0.0,0.0,2.268,0.0,0.0
0.0,0.0,0.0,7.513,2.125
0.0,0.0,0.0,0.0,7.47
