H,H,H,H,H,H,H,H,H,H,H
1.229,-13.461,11.496,9.151,6.183,3.752,0.0,0.0,0.0,0.0,0.0
0.0,1.306,1.864,10.238,16.116,6.198,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.276,-7.641,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.764,-12.277,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1.757,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1.937,-12.143,1.358,0.292,4.151
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.47,1.477,1.85,12.316
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.938,-13.523,4.05
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.441,10.876
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.332
