H,H,H,H,H,H,H
7.363,7.651,7.651,0.0,0.0,0.0,0.0
0.0,7.487,0.0,8.277,0.0,0.0,0.0
0.0,0.0,7.484,0.0,8.277,0.0,0.0
0.0,0.0,0.0,7.758,0.0,0.0,0.0
0.0,0.0,0.0,0.0,7.76,0.0,0.0
0.0,0.0,0.0,0.0,0.0,7.562,2.117
0.0,0.0,0.0,0.0,0.0,0.0,7.88
