H,H,H,H,H,H,H,H,H,H,H,H
2.022,-14.9,-14.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,2.022,-14.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,2.022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,4.135,4.982,7.763,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.81,-12.616,8.79,8.79,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1.697,8.79,8.79,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1.413,-12.4,7.089,7.089,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.413,7.089,7.089,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.665,-10.78,7.65,7.65
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.688,7.65,7.65
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.988,-14.49
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.989
