H,H,H,H,H,H
1.893,-17.296,7.194,8.413,6.335,8.905
0.0,1.893,6.758,7.811,9.543,5.644
0.0,0.0,2.286,-11.578,0.0,0.0
0.0,0.0,0.0,2.286,0.0,0.0
0.0,0.0,0.0,0.0,2.997,-12.394
0.0,0.0,0.0,0.0,0.0,2.997
