H,H,H,H,H,H,H,H,H,H,H
1.447,-14.0,-14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.436
0.0,1.447,-14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.436
0.0,0.0,1.447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.436
0.0,0.0,0.0,7.297,7.627,7.627,1.585,1.585,0.0,0.0,0.0
0.0,0.0,0.0,0.0,7.446,1.5,7.627,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,7.446,0.0,7.627,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,7.23,1.5,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.23,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.579,-12.395,5.441
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.964,5.441
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.076
