H,H,H,H,H,H,H,H,H,H,H
7.059,8.086,8.086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,7.373,1.5,8.086,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,7.373,0.0,8.086,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,7.087,1.5,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,7.087,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,7.54,1.5,8.084,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,7.54,0.0,8.084,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.872,1.5,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.872,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.235,-14.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.235
