H,H,H,H,H,H,H
7.408,0.0,8.26,8.008,0.0,0.0,0.0
0.0,7.503,0.0,0.0,5.325,5.325,0.0
0.0,0.0,7.042,1.644,0.0,0.0,1.644
0.0,0.0,0.0,7.582,0.0,0.0,1.505
0.0,0.0,0.0,0.0,8.859,1.5,0.0
0.0,0.0,0.0,0.0,0.0,8.859,0.0
0.0,0.0,0.0,0.0,0.0,0.0,7.562
