H,H,H,H,H,H,H,H,H,H,H,H
1.525,7.32,7.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.52,-14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,6.724,0.0,0.0,8.104,8.104,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.892,-14.0,0.0,0.0,6.953,6.953,5.5,5.5
0.0,0.0,0.0,0.0,0.0,1.892,0.0,0.0,6.953,6.953,5.5,5.5
0.0,0.0,0.0,0.0,0.0,0.0,6.951,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.978,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.762,-14.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.762,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.241,-14.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.241
