H,H,H,H,H
7.745,7.559,1.13,1.13,7.559
0.0,7.596,7.559,0.0,0.0
0.0,0.0,7.946,0.0,0.0
0.0,0.0,0.0,7.946,7.559
0.0,0.0,0.0,0.0,7.596
