H,H,H,H,H,H,H,H,H,H,H,H
2.18,-14.0,-14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,2.18,-14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,2.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,7.351,8.166,8.166,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,7.409,1.5,8.166,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,7.409,0.0,8.166,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,7.347,1.5,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.347,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.683,-14.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.683,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.129,-14.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.129
