H,H,H,H,H,H,H,H
2.246,-14.0,-14.0,0.0,0.0,0.0,0.0,0.0
0.0,2.246,-14.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,2.246,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,3.626,-14.0,-14.0,0.0,0.0
0.0,0.0,0.0,0.0,3.626,-14.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,3.626,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,6.011,4.351
0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.85
