H,H,H,H,H
7.336,8.734,8.734,0.0,0.0
0.0,7.681,1.609,0.0,0.0
0.0,0.0,7.468,0.0,0.0
0.0,0.0,0.0,6.424,6.939
0.0,0.0,0.0,0.0,8.776
