H,H,H,H,H,H,H,H,H,H,H
6.933,7.85,0.0,0.0,0.0,0.0,5.75,0.0,0.0,0.0,0.0
0.0,6.844,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0
0.0,0.0,6.119,1.5,7.45,0.5,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,6.119,0.5,7.45,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,6.078,1.5,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,6.078,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,7.251,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.866,13.02,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.868,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.448,11.11
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.448
