H,H,H,H,H
7.067,0.42,0.0,0.0,0.0
0.0,7.827,0.0,0.0,0.0
0.0,0.0,3.133,-15.445,7.972
0.0,0.0,0.0,3.231,4.669
0.0,0.0,0.0,0.0,3.981
