H,H,H,H,H
7.361,4.244,4.998,0.0,0.0
0.0,8.003,1.528,0.0,0.0
0.0,0.0,8.139,0.0,0.0
0.0,0.0,0.0,4.558,-14.0
0.0,0.0,0.0,0.0,4.558
