H,H,H,H,H,H
2.601,-14.0,-14.0,0.0,0.0,0.0
0.0,2.601,-14.0,0.0,0.0,0.0
0.0,0.0,2.601,0.0,0.0,0.0
0.0,0.0,0.0,7.549,5.413,2.05
0.0,0.0,0.0,0.0,7.506,2.348
0.0,0.0,0.0,0.0,0.0,8.396
