H,H,H,H,H
7.191,8.386,0.0,5.188,0.0
0.0,8.122,0.0,1.606,0.0
0.0,0.0,7.482,0.0,3.571
0.0,0.0,0.0,8.226,0.0
0.0,0.0,0.0,0.0,6.597
