H,H,H,H,H,H,H
2.191,-14.0,-14.0,0.0,0.0,0.0,0.0
0.0,2.191,-14.0,0.0,0.0,0.0,0.0
0.0,0.0,2.191,0.0,0.0,0.0,0.0
0.0,0.0,0.0,7.762,1.5,8.417,0.0
0.0,0.0,0.0,0.0,7.762,0.0,8.417
0.0,0.0,0.0,0.0,0.0,7.636,1.5
0.0,0.0,0.0,0.0,0.0,0.0,7.636
