H,H,H,H,H
6.778,2.712,0.0,0.0,0.957
0.0,7.08,0.0,0.0,0.0
0.0,0.0,6.859,9.162,2.602
0.0,0.0,0.0,7.402,0.0
0.0,0.0,0.0,0.0,7.697
