H,H,H,H,H,H,H,H
5.958,7.63,6.189,6.189,0.0,0.0,0.0,0.0
0.0,5.959,0.0,0.0,6.189,6.189,0.0,0.0
0.0,0.0,2.264,-18.771,0.0,0.0,7.204,0.0
0.0,0.0,0.0,2.458,0.0,0.0,3.325,0.0
0.0,0.0,0.0,0.0,2.264,-18.771,0.0,7.204
0.0,0.0,0.0,0.0,0.0,2.458,0.0,3.325
0.0,0.0,0.0,0.0,0.0,0.0,3.265,7.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.265
