H,H,H,H,H,H,H,H,H,H
2.741,-14.0,-14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,2.741,-14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,2.741,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,6.576,3.466,0.0,0.0,1.927,0.0,0.0
0.0,0.0,0.0,0.0,6.739,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,7.231,4.041,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,7.303,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.557,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.435,-14.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.435
