H,H,H,H,H,H,H,H,H,H,H
0.862,-12.5,-12.5,6.944,6.944,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.862,-12.5,6.944,6.944,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.862,6.944,6.944,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1.297,-12.4,8.479,8.479,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.297,8.479,8.479,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1.257,-12.4,7.358,7.358,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1.257,7.358,7.358,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.537,-12.4,7.289,7.289
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.537,7.289,7.289
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.158,-12.4
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.158
