H,H,H,H,H
1.043,-12.5,-12.5,9.681,5.597
0.0,1.043,-12.5,9.681,5.597
0.0,0.0,1.043,9.681,5.597
0.0,0.0,0.0,2.168,-12.4
0.0,0.0,0.0,0.0,2.168
