H,H,H,H,H,H,H,H,H,H,H,H
1.739,-14.0,6.3,6.3,0.0,0.0,0.0,7.347,7.347,0.0,0.0,0.0
0.0,1.739,6.3,6.3,0.0,0.0,0.0,7.347,7.347,0.0,0.0,0.0
0.0,0.0,1.739,-14.0,0.0,0.0,0.0,0.0,0.0,7.347,7.347,0.0
0.0,0.0,0.0,1.739,0.0,0.0,0.0,0.0,0.0,7.347,7.347,0.0
0.0,0.0,0.0,0.0,7.849,8.49,8.49,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,8.126,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,8.067,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.285,-14.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.285,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.285,-14.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.285,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.202
