H,H,H,H,H,H,H,H,H,H,H,H
2.105,-14.0,-14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,2.105,-14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,2.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,7.455,7.805,7.805,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,7.515,1.5,7.986,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,7.515,0.0,7.986,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,7.363,1.5,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.363,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.688,-14.0,8.78,8.78
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.688,8.78,8.78
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.76,-14.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.76
