H,H,H,H,H
1.053,-12.5,-12.5,7.336,7.336
0.0,1.053,-12.5,7.336,7.336
0.0,0.0,1.053,7.336,7.336
0.0,0.0,0.0,2.744,-12.4
0.0,0.0,0.0,0.0,2.744
