H,H,H,H,H,H,H,H,H,H,H
2.528,-14.9,-14.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,2.528,-14.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,2.528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,7.232,2.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,7.232,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,3.828,-11.5,-11.5,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,3.828,-11.5,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.828,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.828,-11.5,-11.5
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.828,-11.5
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.828
