H,H,H,H,H,H,H,H,H,H,H,H
1.229,-14.0,-14.0,0.0,0.0,0.0,7.925,7.925,0.0,0.0,0.0,0.0
0.0,1.229,-14.0,0.0,0.0,0.0,7.925,7.925,0.0,0.0,0.0,0.0
0.0,0.0,1.229,0.0,0.0,0.0,7.925,7.925,0.0,0.0,0.0,0.0
0.0,0.0,0.0,2.656,-14.0,-14.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2.656,-14.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,2.656,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,2.722,-14.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.722,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.494,7.903,7.903,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.579,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.824,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.855
