H,H,H,H,H
6.942,1.5,8.797,0.0,0.0
0.0,6.942,0.0,8.797,0.0
0.0,0.0,7.648,1.5,0.0
0.0,0.0,0.0,7.648,0.0
0.0,0.0,0.0,0.0,6.815
