H,H,H,H,H,H,H,H,H,H,H,H,H
7.518,6.717,9.257,0.967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,7.508,0.443,9.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,7.962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,8.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,3.838,-14.0,0.0,0.0,6.46,6.46,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,3.838,0.0,0.0,6.46,6.46,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,3.838,-14.0,0.0,0.0,6.46,6.46,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.838,0.0,0.0,6.46,6.46,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.838,-14.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.838,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.838,-14.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.838,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7
