H,H,H,H,H,H,H,H,H,H,H
1.337,-12.5,-12.5,7.097,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.337,-12.5,7.097,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.337,7.097,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,4.414,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,3.68,-15.577,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,3.703,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,7.185,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.34,7.491,1.301,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.059,7.832,1.343
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.978,7.491
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.541
