H,H,H,H,H
7.541,8.054,0.0,0.0,7.427
0.0,7.47,7.336,0.0,0.0
0.0,0.0,7.864,0.0,0.0
0.0,0.0,0.0,7.864,7.336
0.0,0.0,0.0,0.0,7.47
