H,H,H,H,H,H,H,H,H
7.315,7.748,7.748,0.0,0.0,0.0,0.0,0.0,0.0
0.0,7.45,1.5,7.748,0.0,0.0,0.0,0.0,0.0
0.0,0.0,7.45,0.0,7.748,0.0,0.0,0.0,0.0
0.0,0.0,0.0,7.534,1.5,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,7.534,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,6.397,11.16,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,6.574,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.483,-14.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.483
