H,H,H,H,H,H,H,H,H,H
2.618,-14.0,-14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,2.618,-14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,2.618,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,3.911,-14.0,-14.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,3.911,-14.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,3.911,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,8.018,1.5,9.39,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.018,0.0,9.39
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.092,1.5
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.092
