H,H,H,H,H,H,H,H
2.704,-14.0,-14.0,0.0,0.0,0.0,0.0,0.0
0.0,2.704,-14.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,2.704,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,2.728,-14.0,-14.0,0.0,0.0
0.0,0.0,0.0,0.0,2.728,-14.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,2.728,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,8.642,1.604
0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.57
