H,H,H,H,H,H,H
3.842,-12.4,0.0,0.0,0.0,0.0,0.0
0.0,3.842,0.0,0.0,0.0,0.0,0.0
0.0,0.0,3.842,0.0,0.0,0.0,0.0
0.0,0.0,0.0,7.422,8.025,1.827,0.0
0.0,0.0,0.0,0.0,6.962,0.0,0.0
0.0,0.0,0.0,0.0,0.0,7.389,0.0
0.0,0.0,0.0,0.0,0.0,0.0,9.773
