H,H,H,H,H,H,H,H,H,H,H
3.821,-11.5,-11.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,3.821,-11.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,3.821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,7.067,2.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,7.067,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,3.821,-11.5,-11.5,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,3.821,-11.5,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.821,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.594,15.78,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.817,7.927
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.598
