H,H,H,H,H,H,H,H,H,H,H,H
2.681,-12.5,4.76,4.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,2.681,4.76,4.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,3.777,-11.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,3.777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,3.777,-11.5,4.76,4.76,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,3.777,4.76,4.76,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,2.681,-12.5,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.681,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,-14.0,9.087,6.984
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,6.984,9.087
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.153,-14.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.153
