H,H,H,H,H,H
7.839,7.434,8.737,1.5,0.0,0.0
0.0,8.11,1.5,8.737,0.0,0.0
0.0,0.0,8.179,0.5,0.0,0.0
0.0,0.0,0.0,8.059,0.0,0.0
0.0,0.0,0.0,0.0,9.213,0.4
0.0,0.0,0.0,0.0,0.0,9.558
