H,H,H,H,H,H
2.641,-14.0,-14.0,0.0,0.0,0.0
0.0,2.641,-14.0,0.0,0.0,0.0
0.0,0.0,2.641,0.0,0.0,0.0
0.0,0.0,0.0,7.896,11.157,2.137
0.0,0.0,0.0,0.0,7.409,0.0
0.0,0.0,0.0,0.0,0.0,7.856
