H,H,H,H,H
7.707,7.836,7.836,0.0,0.0
0.0,7.631,1.5,7.929,0.0
0.0,0.0,7.631,0.0,7.929
0.0,0.0,0.0,7.925,1.5
0.0,0.0,0.0,0.0,7.925
