H,H,H,H,H,H,H,H,H,H
3.868,7.56,7.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,3.873,-14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,3.873,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,5.537,6.81,6.55,1.5,0.0,0.0,0.0
0.0,0.0,0.0,0.0,5.978,1.5,6.55,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,5.451,0.5,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,6.343,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.521,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.755,11.2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.754
