H,H,H,H,H,H
2.159,-14.0,-14.0,0.0,0.0,0.0
0.0,2.159,-14.0,0.0,0.0,0.0
0.0,0.0,2.159,0.0,0.0,0.0
0.0,0.0,0.0,7.318,8.948,2.453
0.0,0.0,0.0,0.0,7.524,0.0
0.0,0.0,0.0,0.0,0.0,7.706
