H,H,H,H,H,H,H,H,H,H,H
2.365,-14.0,-14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,2.365,-14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,2.365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,2.172,-14.0,6.739,6.739,6.739,6.739,0.0,0.0
0.0,0.0,0.0,0.0,2.172,6.739,6.739,6.739,6.739,0.0,0.0
0.0,0.0,0.0,0.0,0.0,2.728,-14.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,2.728,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.076,-14.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.076,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.141,1.403
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.492
