H,H,H,H,H,H
3.834,-14.0,-14.0,0.0,0.0,0.0
0.0,3.834,-14.0,0.0,0.0,0.0
0.0,0.0,3.834,0.0,0.0,0.0
0.0,0.0,0.0,7.326,9.236,3.15
0.0,0.0,0.0,0.0,6.781,0.0
0.0,0.0,0.0,0.0,0.0,7.656
