H,H,H,H,H,H,H
7.295,7.319,7.943,1.123,0.0,0.0,0.0
0.0,7.327,1.274,8.09,0.0,0.0,0.0
0.0,0.0,7.98,0.0,0.0,0.0,0.0
0.0,0.0,0.0,7.566,0.0,0.0,0.0
0.0,0.0,0.0,0.0,7.682,16.111,0.0
0.0,0.0,0.0,0.0,0.0,6.496,0.0
0.0,0.0,0.0,0.0,0.0,0.0,7.698
