H,H,H,H,H,H,H,H,H,H
3.92,-14.0,-14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,3.92,-14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,3.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,2.499,-14.0,-14.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2.499,-14.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,2.499,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,7.624,7.352,8.394,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.298,0.0,8.394
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.017,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.456
