H,H,H,H,H,H,H,H,H,H,H
2.366,-14.0,-14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,2.366,-14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,2.366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,7.05,0.0,0.0,0.0,0.0,9.937,0.0,0.0
0.0,0.0,0.0,0.0,7.263,1.5,7.285,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,7.263,0.0,7.285,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,7.398,1.5,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.398,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.484,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.303,-14.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.303
