H,H,H,H,H,H,H,H,H,H,H
2.169,-14.0,-14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,2.169,-14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,2.169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,2.063,-14.0,7.986,7.797,8.242,7.985,0.0,0.0
0.0,0.0,0.0,0.0,2.063,7.963,7.999,7.921,8.034,0.0,0.0
0.0,0.0,0.0,0.0,0.0,2.83,-14.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,2.83,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.83,-14.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.83,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.642,7.388
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.936
