H,H,H,H,H,H,H,H,H,H,H,H
7.71,7.385,0.0,0.0,8.938,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,7.288,0.0,0.0,0.0,0.0,0.0,5.482,0.0,0.0,0.0,0.0
0.0,0.0,6.055,7.0,0.0,0.0,0.0,0.0,2.222,2.222,0.0,0.0
0.0,0.0,0.0,6.055,0.0,0.0,0.0,0.0,2.222,2.222,0.0,0.0
0.0,0.0,0.0,0.0,7.164,0.0,0.0,0.5,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,3.212,-14.0,0.0,0.0,0.0,6.9,6.9
0.0,0.0,0.0,0.0,0.0,0.0,3.212,0.0,0.0,0.0,6.9,6.9
0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.414,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.644,1.5,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.644,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.31,-14.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.31
