H,H,H,H,H,H
2.692,-14.0,-14.0,0.0,0.0,0.0
0.0,2.692,-14.0,0.0,0.0,0.0
0.0,0.0,2.692,0.0,0.0,0.0
0.0,0.0,0.0,4.237,11.9,0.0
0.0,0.0,0.0,0.0,4.23,0.0
0.0,0.0,0.0,0.0,0.0,7.442
