H,H,H,H,H
7.852,7.766,0.0,0.0,7.766
0.0,7.7,7.766,0.0,0.0
0.0,0.0,8.265,0.0,0.0
0.0,0.0,0.0,8.265,7.766
0.0,0.0,0.0,0.0,7.7
