H,H,H,H,H,H
7.738,8.008,8.091,0.0,0.0,0.0
0.0,7.771,1.5,0.0,0.0,1.558
0.0,0.0,7.829,0.0,0.0,1.504
0.0,0.0,0.0,6.409,6.427,0.0
0.0,0.0,0.0,0.0,8.699,0.0
0.0,0.0,0.0,0.0,0.0,7.905
