H,H,H,H,H
7.392,8.275,8.275,0.0,0.0
0.0,7.013,0.0,8.275,0.0
0.0,0.0,7.333,0.0,0.0
0.0,0.0,0.0,6.975,0.0
0.0,0.0,0.0,0.0,8.961
