H,H,H,H,H,H,H,H,H,H,H
1.262,-12.5,-12.5,7.022,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.262,-12.5,7.022,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.262,7.022,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,2.958,7.022,7.022,7.022,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.262,-12.5,-12.5,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1.262,-12.5,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1.262,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.295,7.961,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.944,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.944,7.961
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.295
