H,H,H,H,H,H,H,H,H,H,H
7.288,7.46,7.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,7.374,1.5,7.459,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,7.374,0.0,7.459,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,7.319,1.5,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,7.319,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,2.924,-14.0,7.729,7.729,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,2.924,7.729,7.729,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.854,-14.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.854,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.192,-14.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.192
