H,H,H,H,H
7.879,7.77,1.883,1.731,7.77
0.0,7.458,5.616,0.0,2.847
0.0,0.0,8.517,1.883,0.0
0.0,0.0,0.0,8.517,5.616
0.0,0.0,0.0,0.0,7.459
