H,H,H,H,H
2.454,-14.211,9.364,6.921,1.622
0.0,2.426,6.025,9.491,0.156
0.0,0.0,2.134,-19.585,4.792
0.0,0.0,0.0,2.118,7.285
0.0,0.0,0.0,0.0,3.76
